serial,qa,qb,actualage,qc1,qc2,qe,qf,q1,q2,q3,q4,q5,q6,q7,q81,q82,q83,q84,q85,q86,q87,q88,q89,q9,q10,q11,q121,q122,q123,q124,q125,q126,q127,q128,q129,q13,q13n,q14,q14n,q15,q15n,q16,q16n,q17,q17n,q18,q18n,q19,q19n,q20,q20n,q21,q21n,q22,q23,q24,q2501,q2502,q2503,q2504,q2505,q2506,q2507,q2508,q2509,q2510,q26_1_3,q26_1_4,q26_2_1,q26_2_2,q27,q28,q29,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q36,q37,q38,q39,q52,q53_5,qg,qh,qi,qj
426,1,2,30,19,2,1,5,4,2,5,1,3,23,6,0,1,0,0,0,1,1,0,0,3,2,4,0,0,0,0,0,0,0,1,0,12,5000,13,NA,13,NA,NA,NA,NA,NA,NA,NA,2,100,14,NA,8,24,4,3,3,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,3,1,4,4,4,4,4,2,2,4,4,5,3,3,2,9,5,2
428,1,2,29,6,1,1,8,3,2,2,2,3,8,2,0,0,0,1,1,1,0,0,0,3,1,3,0,1,0,1,0,1,0,0,0,9,2312,12,2533,12,1212,NA,NA,12,2111,12,1091,6,532,5,5,1,2,2,3,2,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,4,3,2,4,3,3,3,4,4,4,4,3,1,1,4,1,4,4,1
432,2,3,39,6,1,1,5,3,2,3,2,4,23,4,0,1,0,0,0,0,0,0,0,8,2,3,0,0,0,0,0,0,0,1,0,13,NA,3,170,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,9,NA,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,4,4,5,4,4,2,4,2,2,3,3,4,4,4,3,4,1
433,2,5,60,8,3,6,7,4,2,5,1,3,7,4,0,0,0,1,0,0,0,0,0,2,1,5,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,NA,NA,NA,NA,NA,NA,10,NA,5,5,4,7,1,NA,3,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,4,1,4,5,4,3,3,3,4,2,2,5,1,4,1,3,2,2
435,1,4,46,25,2,1,7,3,2,3,2,4,23,7,1,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,1,0,2,500,3,170,2,130,7,NA,NA,NA,NA,NA,NA,NA,6,6,2,3,4,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,10,2,4,2,3,2,5,4,3,3,3,1,3,2,6,4,1
436,2,4,47,21,4,2,6,3,2,4,2,4,12,5,0,1,1,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,8,2000,6,300,6,300,2,1500,NA,NA,NA,NA,3,200,5,5,1,2,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,9,3,5,3,3,3,2,5,3,3,3,1,3,1,4,5,1
437,1,2,26,6,1,1,8,3,2,5,2,3,6,3,0,0,1,0,0,1,1,1,0,4,1,3,0,0,0,0,0,0,0,0,1,9,2400,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,6,5,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,5,3,4,6,4,5,2,4,1,4,4,4,1,3,3,10,5,2
439,2,5,55,4,3,1,7,3,2,3,2,4,4,5,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,8,2000,8,400,6,300,NA,NA,8,400,4,209,NA,NA,6,6,4,8,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,5,10,5,4,4,2,4,3,2,4,4,2,1,4,3,12,5,1
441,1,2,31,6,1,1,6,2,1,3,2,5,2,3,0,0,0,0,0,1,1,1,0,5,1,7,0,0,1,0,1,0,0,0,0,4,1000,5,250,2,100,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,3,3,5,2,0,0,0,0,0,1,0,0,0,0,NA,9,NA,6,5,5,5,5,3,5,5,1,5,1,4,5,1,4,5,4,7,2,2
442,1,3,38,18,4,1,3,3,1,3,1,2,23,4,1,0,0,0,0,0,0,0,0,NA,2,3,0,1,0,0,0,0,0,0,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,14,NA,9,NA,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,2,5,2,2,2,2,3,2,4,4,1,2,1,9,6,1
445,1,5,59,8,3,2,7,4,2,4,1,3,9,6,0,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,7,7,9,NA,7,NA,2,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,5,5,4,4,2,4,2,4,4,2,2,3,2,12,6,2
446,1,2,27,6,1,4,7,4,3,3,1,2,8,4,0,1,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,0,0,12,3000,12,2100,7,367,NA,NA,12,1532,4,200,NA,NA,3,3,3,5,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,6,5,5,5,4,5,5,5,4,4,3,1,4,4,1,6,2
448,2,5,55,9,2,1,6,4,2,3,1,6,3,1,1,0,0,0,0,0,0,0,0,NA,2,3,0,0,0,0,0,1,0,0,0,13,NA,10,520,2,100,NA,NA,NA,NA,NA,NA,NA,NA,8,8,3,6,1,NA,3,1,0,0,0,0,0,0,0,0,0,7,NA,6,NA,4,4,2,4,4,4,4,2,3,2,3,3,2,3,5,1,7,1,2
451,2,3,38,5,4,2,6,4,2,4,1,5,23,5,0,0,0,0,0,1,0,0,0,3,1,4,1,0,0,0,0,0,0,0,0,1,200,5,260,2,140,7,NA,NA,NA,NA,NA,2,170,14,NA,3,6,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,2,3,2,4,2,3,3,3,4,5,2,4,2,12,5,1
452,2,5,62,25,2,2,3,3,2,3,1,3,7,4,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,4,1000,11,570,10,520,1,700,NA,NA,NA,NA,4,350,5,5,2,3,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,5,4,4,2,3,3,3,4,2,1,3,2,3,4,2
453,1,2,30,6,1,4,6,3,2,3,1,1,15,5,0,1,0,0,0,1,1,0,0,1,2,2,0,0,0,1,0,0,0,0,0,10,2500,4,220,3,180,NA,NA,8,400,1,80,4,300,7,7,6,12,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,10,3,4,3,4,4,3,3,2,3,2,1,3,3,6,4,2
456,1,6,75,25,2,5,3,4,2,3,1,4,23,5,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,1,0,0,0,0,8,2000,7,360,4,200,2,1200,NA,NA,NA,NA,NA,NA,6,6,3,5,3,1,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,9,2,5,2,4,2,4,4,2,4,2,4,3,2,4,3,2
458,1,1,22,6,1,1,4,1,2,2,1,3,14,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,6,6,3,5,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,4,4,2,4,2,2,4,4,1,NA,4,3,1,2
459,1,3,40,5,4,1,7,3,2,4,2,3,12,5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,8,2000,9,450,3,160,2,1400,NA,NA,NA,NA,3,200,7,7,2,4,4,5,2,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,4,2,5,4,5,4,4,3,4,4,1,4,3,2,6,2,2
461,1,2,30,6,1,1,7,4,2,4,2,3,12,1,0,1,0,0,0,1,1,0,0,5,1,2,0,0,0,1,0,0,0,0,0,13,NA,13,NA,2,100,NA,NA,13,NA,1,30,2,150,9,9,3,6,1,NA,2,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,2,7,5,5,4,5,2,3,2,4,5,2,2,2,3,9,5,1
462,1,6,69,18,4,2,3,3,2,3,2,1,20,6,1,0,0,0,0,0,0,0,0,NA,2,4,1,0,0,0,0,0,0,0,0,8,2000,1,90,1,24,1,500,NA,NA,NA,NA,9,1500,5,5,1,1,1,NA,2,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,1,5,9,3,4,3,5,2,3,2,1,3,3,2,1,2,1,1,2
464,1,2,25,6,1,1,7,3,1,3,1,4,5,2,0,0,1,1,1,0,0,0,0,3,1,2,1,0,0,1,0,1,0,0,0,1,122,12,1264,2,122,1,2,12,2355,12,1322,9,2455,4,4,1,2,2,3,2,0,0,0,0,0,1,1,1,0,0,3,3,1,1,2,2,3,3,4,5,5,5,4,5,4,3,2,1,5,1,4,5,1
466,2,2,31,10,2,1,7,4,2,4,1,3,23,6,1,0,0,0,0,0,0,0,0,NA,1,1,0,0,1,1,0,0,0,0,0,10,2500,12,900,10,500,7,NA,NA,NA,NA,NA,4,300,12,12,8,24,4,5,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,4,9,4,5,4,5,2,5,2,3,4,4,3,3,1,4,8,2
468,2,5,57,4,3,7,4,4,2,3,1,1,23,4,0,1,0,1,0,1,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,4,1000,7,350,5,280,7,NA,NA,NA,NA,NA,10,NA,6,6,2,4,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,9,3,4,3,4,3,2,5,3,3,4,1,1,1,1,2,2
470,1,5,57,13,3,1,6,4,2,5,2,5,7,5,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,0,0,0,0,0,0,8,2000,4,230,2,120,NA,NA,6,320,13,NA,NA,NA,8,8,2,4,3,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,2,4,4,4,3,2,3,2,2,4,2,2,5,3,6,2,2
474,1,2,32,6,1,4,6,3,2,3,1,1,23,2,0,1,0,0,1,1,1,0,0,8,2,2,0,0,0,0,0,0,0,1,0,4,1200,4,200,13,NA,NA,NA,13,NA,1,40,NA,NA,5,5,2,4,1,NA,4,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,4,3,4,5,3,4,2,3,3,3,3,4,1,2,3,4,5,2
475,2,1,23,6,1,1,4,2,3,3,1,3,4,5,0,1,0,0,0,1,0,1,0,3,2,3,0,1,0,0,0,0,0,0,0,12,3000,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,12,12,7,15,1,NA,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,4,4,7,3,5,3,4,1,4,1,4,5,3,2,4,4,7,7,2
476,2,6,68,6,1,5,6,3,2,3,1,1,9,3,0,1,0,0,0,1,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,5,1320,13,NA,13,NA,NA,NA,13,NA,13,NA,7,600,6,6,3,6,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,1,4,2,3,4,2,3,4,2,3,4,2,1,3,3,3,2
479,2,6,65,13,3,5,4,3,2,4,1,3,11,6,0,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,13,NA,13,NA,3,150,NA,NA,2,110,13,NA,NA,NA,6,6,1,2,2,2,1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,5,4,4,4,2,1,4,3,3,3,2,1,1,3,1,1,2
482,2,4,49,4,3,7,4,3,2,3,1,3,22,6,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,1,0,13,NA,10,500,2,100,NA,NA,12,700,1,80,NA,NA,7,7,3,5,1,NA,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,4,9,4,4,2,4,2,2,2,4,4,3,1,3,4,5,5,1
483,1,6,67,4,3,6,4,2,2,3,1,2,23,6,0,1,0,0,0,1,1,0,0,4,2,1,0,0,0,0,0,0,0,1,0,6,1500,5,270,4,200,2,1100,NA,NA,NA,NA,NA,NA,14,NA,3,6,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,9,2,4,3,5,1,1,2,1,3,2,1,2,3,2,3,2
484,2,5,57,20,4,7,3,3,1,4,1,1,23,4,0,1,1,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,1,13,NA,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,9,NA,7,NA,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,5,10,5,6,5,5,5,5,6,5,5,5,1,3,1,1,1,2
486,2,6,73,15,2,5,4,3,1,3,1,1,22,3,0,1,1,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,1,0,8,2000,5,275,3,172,NA,NA,5,290,1,69,NA,NA,7,7,4,7,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,4,5,2,4,2,1,3,2,4,4,3,2,2,3,2,1,2
488,1,6,68,6,1,5,3,3,2,3,1,3,10,4,0,0,0,0,0,1,0,0,0,3,2,2,0,0,0,0,0,0,0,1,0,4,1200,8,415,3,186,NA,NA,7,384,2,101,NA,NA,7,7,1,2,1,NA,2,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,4,10,5,4,4,3,2,2,2,3,4,2,1,3,1,3,3,2
489,2,5,55,4,3,2,4,3,1,4,1,1,23,6,0,1,0,0,0,1,1,0,0,8,2,1,0,0,0,1,0,0,0,0,0,8,2000,5,250,4,200,2,1000,NA,NA,NA,NA,6,500,12,12,3,5,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,5,9,4,6,3,5,4,3,5,4,3,4,1,1,1,6,6,2
491,1,6,74,4,3,5,4,3,2,3,2,2,23,6,0,1,1,0,0,0,0,0,0,8,2,4,1,0,0,0,0,0,0,0,0,8,2000,13,NA,3,160,2,1000,NA,NA,NA,NA,9,1000,6,6,5,10,7,NA,1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,9,3,4,1,3,1,3,1,5,4,4,2,1,3,1,1,2
493,1,4,54,4,3,4,3,2,2,3,1,2,12,5,0,1,1,0,0,1,1,0,0,3,2,4,1,0,0,0,0,0,0,0,0,2,600,1,81,1,71,7,NA,NA,NA,NA,NA,7,600,5,5,3,5,5,7,3,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,3,4,4,4,2,5,3,2,4,3,2,3,1,1,1,2
497,2,6,65,5,4,2,4,4,2,3,1,3,23,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,1,0,0,0,0,0,0,6,1500,13,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,7,NA,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,10,4,4,4,2,1,2,2,2,3,2,1,3,1,4,5,2
498,1,6,67,8,3,5,4,2,2,3,1,1,23,6,0,1,1,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,8,2000,9,450,2,130,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,24,1,NA,2,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,4,4,2,2,5,3,4,3,1,3,2,2,1,2
500,2,4,54,18,4,4,4,4,1,4,1,1,23,4,0,1,0,0,0,1,1,0,0,8,2,1,0,0,0,0,0,0,0,1,0,13,NA,1,96,1,72,1,900,NA,NA,NA,NA,NA,NA,8,8,3,6,7,NA,1,0,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,2,2,4,4,4,4,3,2,3,2,2,4,2,3,1,2,12,6,2
501,2,6,67,12,4,5,4,3,2,2,1,2,23,6,0,1,1,0,0,1,1,0,0,1,2,4,0,0,0,0,0,0,0,1,0,10,2500,2,140,1,65,NA,NA,NA,NA,NA,NA,9,2200,11,11,6,12,7,NA,2,0,1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,3,3,3,2,5,3,4,2,3,3,2,2,4,2,2,1,1,1,2
502,1,5,57,5,4,3,3,4,1,3,1,2,23,6,0,1,1,0,0,1,1,0,0,4,2,4,1,0,0,0,0,0,0,0,0,1,250,2,135,1,85,1,500,NA,NA,NA,NA,1,1,6,6,2,3,7,NA,3,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,1,4,6,5,4,4,3,2,2,3,2,3,4,1,2,1,1,1,2
503,2,5,64,13,3,6,3,4,1,2,1,1,21,3,0,1,0,0,0,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0,0,2,500,13,NA,13,NA,NA,NA,NA,NA,NA,NA,9,2000,12,12,6,12,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,3,5,2,4,2,4,4,2,3,2,1,1,1,2,3,2
504,2,1,24,6,1,1,7,2,2,3,2,1,9,3,0,1,0,1,1,0,1,1,0,4,1,3,0,1,0,0,0,0,0,0,0,8,2000,6,345,2,120,NA,NA,8,400,4,200,NA,NA,3,3,2,4,2,2,2,0,0,1,0,1,0,0,0,0,0,NA,3,NA,2,3,2,3,4,3,2,2,3,3,2,3,4,4,2,5,3,4,7,2
505,1,6,68,13,3,5,5,2,2,2,1,1,23,5,0,1,0,0,0,1,1,1,0,3,2,2,0,0,0,0,0,0,0,1,0,10,2500,3,160,1,80,NA,NA,3,150,1,25,NA,NA,6,6,5,10,4,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,4,3,5,4,4,4,1,3,3,4,4,2,4,3,3,2,1,2
507,1,6,67,6,1,5,3,3,2,3,1,2,23,3,0,0,0,1,0,1,1,0,0,4,2,4,0,0,0,0,0,0,0,1,0,1,100,1,65,1,30,NA,NA,NA,NA,NA,NA,2,100,3,3,2,4,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,5,2,5,4,4,4,2,4,3,3,2,3,1,1,4,5,3,2
508,2,4,45,3,3,1,4,3,2,4,1,2,23,5,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,0,0,0,12,3000,13,NA,13,NA,3,2500,NA,NA,NA,NA,6,500,7,7,3,6,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,6,4,5,4,4,2,2,3,2,4,4,3,3,2,4,3,2
510,2,6,70,5,4,2,4,2,2,4,1,2,23,6,0,0,0,0,1,1,1,0,0,2,2,4,1,0,0,0,0,0,0,0,0,8,2000,4,210,13,NA,1,500,NA,NA,NA,NA,9,1500,11,11,7,14,1,NA,2,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,5,9,3,4,4,4,1,2,5,2,4,2,1,1,2,3,2,2
511,1,6,69,25,2,5,4,4,1,3,1,1,23,5,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,8,2000,3,150,2,140,3,2000,NA,NA,NA,NA,NA,NA,5,5,3,6,4,1,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,3,4,3,3,4,4,1,4,4,2,1,2,1,2,6,2
512,1,5,56,15,2,1,4,2,2,3,2,1,5,4,0,1,1,0,0,1,1,1,0,3,2,6,0,0,0,0,0,0,0,1,0,8,2000,11,550,4,200,NA,NA,NA,NA,NA,NA,NA,NA,12,12,8,24,1,NA,2,0,1,1,0,0,0,0,0,0,0,3,NA,2,NA,5,5,9,3,5,3,4,1,1,4,2,4,5,1,5,2,5,5,1
514,1,5,63,17,2,6,4,4,2,4,1,3,6,5,0,1,1,0,0,1,0,0,0,8,2,1,0,0,0,1,0,0,0,0,0,4,1200,13,NA,1,20,1,900,NA,NA,NA,NA,2,150,9,9,2,4,7,NA,3,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,3,2,3,4,3,4,2,3,6,3,3,4,2,1,2,5,5,2
516,2,6,73,15,2,5,2,2,1,3,1,1,23,4,0,1,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,2,500,7,350,3,175,NA,NA,7,350,3,150,NA,NA,9,9,5,10,7,NA,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,2,10,4,5,4,4,1,1,2,2,3,1,1,4,2,2,3,2
518,2,3,42,11,2,1,6,3,2,3,2,3,23,6,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,1,350,5,250,4,200,NA,NA,6,300,3,150,NA,NA,8,8,1,2,7,NA,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,2,9,4,4,4,4,4,3,4,4,4,3,1,3,1,4,5,1
521,2,5,59,6,1,7,3,2,2,2,2,1,20,7,0,1,0,0,0,1,1,0,0,8,2,1,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,14,NA,9,NA,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,1,3,3,3,1,3,3,3,3,5,1,3,2,12,5,2
522,1,4,46,23,3,2,9,3,2,4,2,7,23,4,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,1,0,6,1500,10,500,6,300,7,NA,NA,NA,NA,NA,NA,NA,6,6,3,5,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,2,10,4,5,4,4,3,4,4,3,3,2,1,3,1,12,6,2
523,2,4,50,1,2,1,4,3,2,3,2,3,10,3,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,6,1500,7,380,2,120,NA,NA,10,500,1,90,NA,NA,12,12,2,3,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,3,3,2,2,3,3,3,3,1,1,3,2,6,5,1
524,1,4,46,1,2,1,4,3,2,3,2,3,11,2,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,6,1550,6,340,2,144,NA,NA,9,490,1,87,NA,NA,12,12,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,3,3,2,2,3,3,2,5,1,4,2,6,5,1
525,2,6,68,8,3,7,3,5,1,4,1,2,10,5,0,1,1,0,0,1,0,0,0,8,2,1,0,0,0,1,0,0,0,0,0,12,9000,3,180,3,160,1,700,NA,NA,NA,NA,2,150,4,4,4,7,1,NA,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,4,9,3,4,3,4,3,4,2,2,4,3,1,NA,1,12,8,2
526,2,4,50,22,3,1,3,4,1,4,1,1,23,7,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,10,NA,14,NA,2,3,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,3,5,4,4,1,5,4,2,4,2,1,2,1,12,4,2
527,1,6,66,22,3,5,4,3,2,3,1,1,23,6,0,1,0,0,0,1,1,0,0,2,2,4,0,0,0,0,0,0,0,1,0,11,2800,2,140,1,75,NA,NA,NA,NA,NA,NA,9,2700,7,7,5,9,7,NA,2,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,2,6,5,5,4,2,1,4,3,2,4,3,1,2,2,2,3,2
528,1,6,72,13,3,5,3,3,2,3,1,2,8,2,0,1,1,1,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,5,1300,2,140,1,26,2,1000,1,25,1,25,NA,NA,5,5,2,3,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,5,5,4,5,4,1,4,3,3,4,1,1,1,3,3,3,2
529,1,5,58,8,3,4,3,4,1,2,1,1,22,6,1,0,0,0,0,0,0,0,0,NA,2,4,0,0,0,0,0,0,0,1,0,2,600,2,120,1,80,NA,NA,NA,NA,NA,NA,5,400,9,9,4,8,1,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,2,2,3,5,3,3,4,2,5,4,4,4,1,1,1,1,1,2
531,1,6,67,4,3,5,4,3,2,3,1,1,7,5,0,1,0,0,0,1,1,0,0,3,2,2,0,0,0,0,0,0,0,1,0,4,1000,2,130,1,25,NA,NA,2,140,1,14,NA,NA,6,6,3,5,2,2,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,4,5,5,4,4,4,2,2,3,4,4,2,2,3,4,6,6,2
532,1,5,59,15,2,2,4,2,2,3,1,2,23,6,1,0,0,0,0,0,0,0,0,NA,2,4,0,0,0,0,0,0,0,1,0,1,400,3,170,2,120,NA,NA,NA,NA,NA,NA,5,400,6,6,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,7,2,5,3,2,1,3,4,3,3,2,4,1,1,1,1,2
533,1,1,22,6,1,2,4,3,2,3,2,2,9,4,0,0,0,0,0,1,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,12,5000,12,780,7,350,NA,NA,10,500,4,200,NA,NA,5,5,3,6,5,3,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,4,3,4,4,4,3,4,2,4,4,2,2,3,2,3,4,2
535,1,2,33,4,3,4,7,2,2,3,1,1,22,6,0,1,1,0,1,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,8,2000,12,790,12,800,7,NA,NA,NA,NA,NA,9,1000,8,8,4,7,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,3,3,4,3,4,3,3,2,3,4,5,1,3,3,12,8,2
536,1,5,60,15,2,4,3,4,1,2,1,1,8,5,0,1,0,0,0,1,1,0,0,3,2,2,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,7,7,3,5,7,NA,1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,4,4,4,2,3,1,4,4,2,2,3,2,1,1,2
537,1,6,69,6,1,5,3,2,2,2,1,1,22,3,0,1,0,0,0,1,1,0,0,3,2,2,0,0,0,0,0,0,0,1,0,4,1200,3,193,1,45,NA,NA,5,260,1,45,NA,NA,7,7,3,6,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,6,4,4,3,4,4,4,1,2,3,2,2,3,4,2,3,2
538,2,4,53,22,3,2,4,3,1,3,2,1,23,6,0,1,0,1,0,1,1,0,0,8,2,1,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,10,NA,5,5,9,NA,7,NA,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,3,4,3,3,2,4,5,1,3,5,1,3,2,12,5,2
539,1,6,76,6,1,5,3,2,2,3,1,1,11,5,0,1,1,1,1,1,1,0,0,4,2,2,0,0,1,0,0,0,0,0,0,3,800,4,237,3,154,NA,NA,5,279,1,33,NA,NA,6,6,2,4,1,NA,2,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,4,5,6,4,5,4,4,4,5,3,1,3,2,1,3,3,4,3,2
542,2,6,65,13,3,4,3,4,1,3,1,1,23,5,0,1,1,1,0,1,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,8,2000,6,300,4,230,3,2200,NA,NA,NA,NA,6,500,10,10,6,12,2,4,2,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,5,5,4,4,2,5,2,2,3,2,1,3,1,3,8,2
