serial,qa,qb,actualage,qc1,qc2,qe,qf,q1,q2,q3,q4,q5,q6,q7,q81,q82,q83,q84,q85,q86,q87,q88,q89,q9,q10,q11,q121,q122,q123,q124,q125,q126,q127,q128,q129,q13,q13n,q14,q14n,q15,q15n,q16,q16n,q17,q17n,q18,q18n,q19,q19n,q20,q20n,q21,q21n,q22,q23,q24,q2501,q2502,q2503,q2504,q2505,q2506,q2507,q2508,q2509,q2510,q26_1_3,q26_1_4,q26_2_1,q26_2_2,q27,q28,q29,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q36,q37,q38,q39,q52,q53_5,qg,qh,qi,qj
178,2,2,25,13,3,1,7,3,2,3,1,4,3,3,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,1,0,0,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,14,NA,9,NA,7,NA,4,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,3,10,4,4,2,3,5,1,3,3,2,2,3,3,3,6,5,1
179,2,5,62,26,2,2,5,4,2,3,1,3,23,4,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,4,350,7,7,2,3,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,3,4,1,4,3,2,4,3,2,1,2,6,3,2
180,1,4,53,25,2,5,4,4,1,4,1,1,22,7,1,0,0,0,0,0,0,0,0,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,7,350,4,200,NA,NA,NA,NA,NA,NA,NA,NA,13,-97,NA,NA,1,NA,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,9,3,5,3,2,2,3,6,3,3,2,1,1,1,3,3,2
181,1,4,51,6,1,4,3,3,2,2,1,1,6,1,0,1,0,0,1,0,0,0,0,8,2,2,0,0,0,0,0,0,0,1,0,10,2600,13,NA,13,NA,NA,NA,4,200,1,80,NA,NA,6,6,3,5,1,NA,2,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,5,4,9,5,4,5,4,1,1,3,5,4,1,1,4,4,3,6,2
187,1,4,45,7,4,1,7,2,2,3,1,2,23,3,1,0,0,0,0,0,0,0,0,NA,1,1,0,0,1,0,0,0,0,0,0,3,800,5,260,4,210,1,600,NA,NA,NA,NA,NA,NA,9,9,3,5,5,7,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,10,1,5,3,5,4,4,2,4,4,2,2,1,4,8,2,2
188,2,4,45,17,2,1,6,3,2,4,2,3,13,5,0,1,0,0,0,1,1,0,0,4,2,4,1,0,0,0,1,0,0,0,0,4,1200,5,280,4,210,2,1200,NA,NA,NA,NA,4,300,7,7,2,4,4,1,3,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,2,4,6,4,1,4,5,2,2,1,4,4,2,1,3,1,9,5,2
189,2,2,31,6,1,3,7,4,2,3,1,2,23,6,0,0,0,1,0,1,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,10,10,3,5,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,10,5,6,3,4,4,5,2,2,3,2,1,3,4,12,6,2
190,2,6,65,21,4,6,5,3,1,3,1,2,22,5,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,0,0,0,0,12,7000,8,400,2,120,2,1000,NA,NA,NA,NA,9,5000,5,5,4,7,3,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,4,5,4,5,5,5,2,4,5,2,2,3,1,1,5,2
191,2,6,80,15,2,5,4,4,2,4,1,2,23,5,0,1,0,0,0,1,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,13,NA,3,185,13,NA,2,1500,13,NA,13,NA,NA,NA,5,5,1,2,3,2,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,2,4,4,3,2,4,2,4,2,2,2,2,2,1,2,1,2
192,1,6,69,19,2,5,4,4,2,3,2,1,22,3,0,1,1,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,3,800,3,180,13,NA,1,300,NA,NA,NA,NA,6,500,7,7,4,8,4,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,3,4,3,4,4,2,4,3,3,4,3,3,4,2,3,2,2
193,2,6,71,6,1,5,6,3,2,3,1,2,22,6,0,1,0,0,0,1,0,0,0,5,2,2,0,0,1,0,0,0,0,0,0,12,3000,12,1400,13,NA,NA,NA,13,NA,13,NA,NA,NA,11,11,4,8,4,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,2,4,4,4,3,4,3,2,4,4,4,1,4,4,2,2,2
194,1,3,38,6,1,1,7,3,2,5,2,7,23,4,0,1,1,0,0,1,1,0,0,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,8,400,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,9,4,4,4,4,2,3,2,1,3,2,1,3,2,12,8,2
195,1,2,26,6,1,1,8,4,1,4,2,6,2,2,0,1,0,0,0,1,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,6,1500,8,425,8,400,2,1500,NA,NA,NA,NA,NA,NA,7,7,2,4,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,5,5,4,4,1,4,2,1,3,1,1,4,3,5,4,1
196,1,4,49,6,1,2,7,2,3,3,2,4,23,5,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,NA,NA,6,6,3,6,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,2,9,1,2,3,3,2,3,4,4,3,5,1,1,3,4,7,2
198,2,6,80,5,4,5,5,4,2,5,1,1,21,6,0,1,0,0,0,1,1,0,0,8,2,1,0,0,0,1,0,0,0,0,0,4,1000,13,NA,13,NA,2,1000,NA,NA,NA,NA,1,30,14,NA,9,NA,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,10,1,1,1,4,1,3,2,2,4,5,1,1,1,12,3,2
199,1,2,29,24,2,1,7,4,1,3,2,3,11,5,0,1,1,0,0,0,1,0,0,4,2,4,1,0,0,0,0,0,0,0,0,3,800,3,180,1,0,1,500,NA,NA,NA,NA,3,280,6,6,4,8,1,NA,2,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,2,4,4,4,3,4,4,4,1,4,4,2,1,3,1,8,2,2
202,2,4,46,6,1,1,7,5,2,3,2,4,23,6,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,1,0,0,0,0,0,0,13,NA,5,285,1,87,NA,NA,5,267,1,25,NA,NA,8,8,2,3,5,2,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,2,4,5,4,4,3,2,3,3,2,4,2,1,NA,4,5,1,2
204,1,4,52,3,3,1,7,4,2,4,2,3,22,4,0,1,1,0,0,1,0,0,0,4,2,1,0,1,1,0,0,0,0,0,0,12,4000,8,400,5,258,7,NA,8,400,5,250,NA,NA,8,8,3,6,4,5,2,0,0,0,0,1,1,0,0,0,0,3,NA,6,NA,2,2,4,5,4,4,4,2,2,1,5,5,2,1,5,2,8,5,1
209,1,3,37,6,1,1,6,4,2,4,2,5,4,4,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,3,850,5,260,1,55,NA,NA,3,180,1,32,NA,NA,6,6,2,3,4,5,3,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,4,7,4,5,4,4,2,3,1,4,3,2,4,5,3,12,5,1
210,1,2,32,13,3,1,4,2,2,3,2,3,23,6,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,3,800,5,275,4,200,2,1000,NA,NA,NA,NA,NA,NA,6,6,3,6,4,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,5,5,4,3,3,4,4,3,2,3,3,1,3,1,5,5,1
213,2,6,72,6,1,5,5,3,2,3,1,1,23,5,0,1,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,1,0,3,750,13,NA,13,NA,1,770,NA,NA,NA,NA,NA,NA,8,8,1,2,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,9,4,2,3,4,4,3,5,2,3,2,1,3,3,12,3,2
214,2,3,39,11,2,1,8,3,2,3,2,3,9,5,0,1,0,0,0,1,1,0,0,4,1,2,0,0,1,0,0,0,0,0,0,6,1500,5,280,3,180,NA,NA,5,250,1,90,NA,NA,8,8,3,5,4,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,9,4,2,2,2,3,2,2,4,4,4,1,4,3,8,2,2
215,2,3,43,10,2,1,8,3,2,3,2,3,23,6,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,6,1500,6,300,6,300,NA,NA,6,300,6,300,NA,NA,8,8,2,3,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,10,4,4,4,3,2,2,3,3,4,3,4,3,2,4,8,2
216,1,4,53,7,4,7,4,4,2,5,1,3,22,6,0,1,1,0,0,0,0,0,0,3,2,4,1,0,0,0,0,0,0,0,0,5,1400,6,300,4,220,2,1000,NA,NA,NA,NA,6,500,8,8,3,6,1,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,3,1,3,5,1,3,5,2,4,2,2,1,1,7,5,1
217,2,4,47,19,2,7,7,5,1,4,1,7,11,4,0,1,1,1,1,1,1,1,0,6,2,4,0,0,0,0,0,0,0,1,0,13,NA,13,NA,1,0,NA,NA,NA,NA,NA,NA,5,400,6,6,3,6,7,NA,3,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,3,4,10,5,5,4,4,4,5,2,1,2,2,2,NA,1,3,5,1
218,2,3,40,9,2,2,6,2,2,4,2,5,6,5,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,3,800,2,105,1,40,NA,NA,4,200,1,80,NA,NA,5,5,1,1,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,5,9,5,4,4,2,1,2,3,4,3,4,1,4,4,7,5,1
219,2,5,61,15,2,6,5,4,2,4,1,1,22,6,0,1,0,1,0,1,0,0,0,6,2,4,1,0,0,0,0,0,0,0,0,6,1600,8,430,6,340,2,1000,NA,NA,NA,NA,7,600,4,4,1,1,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,1,3,5,4,5,4,4,5,1,2,3,4,1,1,3,2,2
220,2,6,80,25,2,7,4,4,2,3,1,3,23,6,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,9,2400,5,250,3,190,3,2400,NA,NA,NA,NA,NA,NA,9,9,7,14,3,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,9,5,5,4,3,2,3,2,1,3,3,2,3,1,2,3,2
221,2,5,55,25,2,1,4,4,1,4,1,2,23,6,0,1,1,0,0,1,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,8,2000,10,500,6,300,3,2000,NA,NA,NA,NA,4,300,5,5,4,7,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,5,5,5,5,3,5,2,5,5,3,3,3,1,8,4,2
222,1,2,29,6,1,1,7,3,2,3,2,4,23,4,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,7,1800,8,400,6,300,NA,NA,12,600,1,22,NA,NA,5,5,3,5,4,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,4,9,4,5,4,3,1,4,2,4,4,2,1,3,3,6,5,1
224,2,6,72,6,1,5,2,4,2,4,1,3,23,6,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,4,1200,2,125,2,110,NA,NA,2,140,2,100,NA,NA,9,9,7,15,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,3,4,3,3,4,4,2,4,3,4,2,1,2,4,3,2
226,2,6,67,4,3,5,5,4,1,4,1,2,23,5,0,1,1,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,4,1000,4,230,2,110,7,NA,NA,NA,NA,NA,NA,NA,6,6,5,10,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,3,9,4,4,3,4,1,2,4,3,2,5,2,3,1,3,5,2
227,1,2,26,22,3,4,7,4,2,3,2,1,21,4,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,14,NA,9,NA,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,1,10,4,5,4,4,4,4,2,4,4,2,4,3,2,2,7,2
229,1,3,44,6,1,1,4,3,3,5,2,3,10,4,0,1,0,0,1,1,1,0,0,5,2,2,0,0,0,1,0,0,0,0,0,8,2000,4,200,3,180,NA,NA,3,150,2,100,4,300,14,NA,9,NA,4,2,2,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,3,3,9,3,3,3,3,4,3,4,4,4,2,2,4,4,7,5,1
231,2,4,49,12,4,7,5,4,1,4,2,3,22,6,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,4,1000,7,350,5,250,1,700,NA,NA,NA,NA,2,100,7,7,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,2,4,4,4,4,2,2,3,2,4,2,1,1,1,5,5,2
232,1,2,27,5,4,1,8,3,1,3,1,1,5,5,0,1,1,0,0,1,1,0,0,3,1,4,1,1,1,0,0,0,0,0,0,4,1200,5,250,1,90,1,150,1,60,1,50,3,200,10,10,6,12,3,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,7,5,5,4,5,5,5,1,4,4,3,1,5,2,3,3,2
233,2,5,62,6,1,4,4,3,1,4,2,2,23,2,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,1,0,0,0,0,0,10,2500,7,350,4,200,NA,NA,3,199,2,100,7,600,7,7,2,4,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,9,5,5,3,5,1,3,2,3,3,2,1,3,3,4,3,2
234,2,5,63,8,3,2,7,4,1,3,1,4,23,5,0,1,1,0,0,0,0,0,0,8,2,1,0,0,0,1,0,0,0,0,0,13,NA,1,90,1,50,7,NA,NA,NA,NA,NA,9,1000,8,8,5,9,3,7,2,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3,2,10,2,5,4,3,2,3,5,2,3,4,1,2,1,2,1,2
235,1,4,46,20,4,1,7,4,2,4,2,5,2,3,1,0,0,0,0,0,0,0,0,NA,1,6,0,0,0,0,0,0,0,1,0,8,2000,12,600,2,100,NA,NA,NA,NA,NA,NA,NA,NA,12,12,8,24,6,7,1,0,0,0,0,0,0,0,0,0,1,3,NA,6,NA,4,5,9,4,5,4,4,2,3,2,4,4,2,4,5,1,8,5,1
236,2,5,61,6,1,6,4,1,3,2,1,2,23,4,0,0,0,0,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,1,0,2,700,2,100,1,50,NA,NA,13,NA,13,NA,NA,NA,5,5,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,5,3,4,2,4,2,3,4,2,1,NA,4,3,8,2
237,1,5,57,6,1,1,5,3,2,3,2,3,23,3,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,6,1600,6,320,5,290,NA,NA,7,380,3,170,NA,NA,8,8,3,5,7,NA,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,5,9,4,4,2,4,4,5,3,3,4,2,4,4,3,6,5,1
239,2,4,51,6,1,1,6,3,2,3,1,3,12,3,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,5,1300,7,362,4,210,NA,NA,7,360,3,190,NA,NA,8,8,3,5,3,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,4,6,2,4,3,5,4,2,2,2,5,4,1,4,3,6,5,2
242,1,3,37,6,1,1,6,2,2,3,2,6,4,2,1,0,0,0,0,0,0,0,0,NA,1,3,0,0,0,0,0,0,0,1,0,5,1400,7,380,6,300,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,3,1,NA,3,1,0,0,0,0,0,0,0,0,0,5,NA,6,NA,4,4,5,4,2,4,4,2,2,2,4,4,4,2,5,3,9,5,1
246,2,3,43,11,2,7,6,3,1,3,2,3,23,4,1,0,0,0,0,0,0,0,0,NA,2,4,0,0,1,0,0,0,0,0,0,8,2000,6,300,6,320,NA,NA,NA,NA,NA,NA,9,1000,7,7,3,5,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,3,5,5,4,3,4,3,2,4,5,3,2,3,1,5,5,1
247,2,1,24,4,3,1,3,2,2,3,2,4,3,5,1,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,0,0,1,0,11,2800,9,480,4,230,NA,NA,9,490,3,150,NA,NA,12,12,2,4,1,NA,4,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,5,4,4,3,4,1,4,4,4,1,3,3,2,3,2
248,1,4,45,6,1,1,6,3,2,4,2,1,10,6,0,0,0,0,0,1,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,12,3500,11,580,7,360,2,1500,NA,NA,NA,NA,5,400,10,10,2,4,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,4,6,4,4,4,5,2,2,2,4,5,3,1,4,2,8,5,1
251,2,3,43,10,2,1,7,4,2,4,2,4,3,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,1,1,0,0,0,0,0,1,150,7,370,3,160,1,500,NA,NA,NA,NA,1,1,4,4,1,2,6,7,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,5,4,4,4,4,5,2,4,2,4,4,4,4,1,1,7,5,1
252,2,1,23,11,2,1,6,4,2,5,1,1,6,6,0,1,0,1,0,1,0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,8,2000,12,600,4,200,7,NA,NA,NA,NA,NA,NA,NA,6,6,2,3,5,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,3,4,3,4,4,3,2,3,2,1,2,2,9,3,2
255,2,5,55,4,3,3,3,3,2,4,1,1,10,3,0,1,1,0,0,1,1,0,0,4,2,1,0,0,0,1,0,0,0,0,0,2,600,1,70,1,54,7,NA,NA,NA,NA,NA,3,250,3,3,1,2,1,NA,3,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,5,4,9,3,3,4,4,1,3,3,2,3,2,1,3,2,5,8,2
257,2,5,64,6,1,4,7,3,2,3,1,5,4,4,1,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,0,0,0,0,1,0,2,600,2,142,1,65,NA,NA,2,120,1,45,NA,NA,6,6,2,3,6,7,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,4,4,3,2,2,3,3,4,2,3,3,4,6,6,2
258,1,4,47,16,4,1,4,3,2,4,2,4,23,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,13,NA,6,340,5,250,1,500,NA,NA,NA,NA,10,NA,6,6,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,2,9,1,5,1,3,3,3,1,2,3,3,1,2,2,5,5,1
260,1,4,54,6,1,1,5,2,2,3,2,1,8,4,0,1,0,1,0,0,1,0,0,3,2,2,0,0,0,1,0,0,0,0,0,6,1500,4,225,12,1700,NA,NA,4,200,3,160,2,150,11,11,1,2,1,NA,2,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,3,9,5,4,4,5,2,5,2,3,4,4,1,3,3,6,5,1
261,1,4,45,6,1,1,4,3,2,3,1,1,23,6,0,1,1,0,0,1,1,0,0,4,1,2,0,0,1,0,0,0,0,0,0,13,NA,13,NA,13,NA,NA,NA,12,700,13,NA,NA,NA,8,8,6,12,4,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,4,5,2,4,2,3,1,4,1,4,4,5,1,4,4,12,8,2
262,2,3,39,23,3,2,6,4,1,4,1,5,3,4,1,0,0,0,0,0,0,0,0,NA,2,6,0,0,0,1,0,0,0,0,0,4,1200,8,400,3,150,NA,NA,NA,NA,NA,NA,1,20,8,8,9,NA,1,NA,3,1,0,0,0,0,0,0,0,0,0,3,NA,5,NA,5,5,4,4,3,4,5,4,5,3,3,3,2,3,5,1,8,2,2
263,1,2,30,23,3,1,6,2,1,2,2,1,23,1,0,0,0,1,0,1,1,0,0,3,2,3,0,0,0,0,0,0,0,1,0,4,1200,5,250,2,124,NA,NA,NA,NA,NA,NA,NA,NA,7,7,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,2,5,4,5,5,1,3,3,2,4,4,1,5,4,3,1,2
265,2,5,63,6,1,5,6,2,2,3,1,2,23,6,0,1,0,0,0,1,1,0,0,8,2,2,0,0,0,1,0,0,0,0,0,13,NA,13,NA,13,NA,NA,NA,13,NA,13,NA,10,NA,6,6,4,7,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,3,4,4,4,4,3,1,3,4,2,1,3,4,12,3,2
267,1,4,50,22,3,1,6,4,2,5,2,3,23,6,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,1,1,0,0,0,0,0,8,2000,6,300,4,200,1,700,NA,NA,NA,NA,6,500,5,5,3,5,5,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,3,6,3,4,3,4,4,3,2,4,4,2,2,1,1,9,5,1
268,2,5,63,25,2,7,5,4,1,4,1,2,12,2,0,1,1,0,0,1,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,4,1200,9,460,4,230,1,750,NA,NA,NA,NA,7,600,6,6,2,4,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,5,10,5,5,4,3,1,1,3,4,4,3,2,1,1,2,5,2
269,2,3,43,19,2,3,5,4,1,3,1,1,22,3,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,1,0,13,NA,13,NA,13,NA,7,NA,NA,NA,NA,NA,NA,NA,6,6,2,3,3,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,1,10,5,6,5,3,1,3,2,3,5,2,1,3,1,3,6,2
270,1,2,34,4,3,1,4,4,2,4,1,4,9,3,0,1,1,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,6,1500,10,500,7,350,7,NA,NA,NA,NA,NA,10,NA,8,8,3,6,1,NA,2,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,10,4,4,4,4,4,4,5,4,5,4,1,3,1,5,7,2
271,2,5,62,1,2,1,4,2,2,3,2,3,12,4,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,2,700,3,174,2,145,2,1000,NA,NA,NA,NA,1,50,5,5,4,7,4,7,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,2,4,6,3,4,2,2,3,4,2,2,2,4,1,8,3,2
272,1,5,60,16,4,5,6,4,1,3,1,1,23,6,1,0,0,0,0,0,0,0,0,NA,2,4,1,0,0,0,0,0,0,0,0,1,200,1,87,1,0,1,500,NA,NA,NA,NA,6,500,4,4,1,1,7,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,4,9,5,5,4,4,2,2,2,2,3,2,1,3,1,3,1,2
276,1,2,32,7,4,1,4,3,2,3,2,2,23,6,0,1,0,0,0,1,1,0,0,3,1,1,0,0,1,1,0,0,0,0,0,6,1700,6,325,3,197,2,1200,NA,NA,NA,NA,6,500,7,7,3,6,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,6,4,5,4,5,1,3,1,4,4,4,3,3,3,3,5,2
277,2,6,71,6,1,6,6,3,2,3,1,2,16,6,0,1,0,0,0,1,1,0,0,4,2,2,0,0,1,0,0,0,0,0,0,6,1600,3,190,3,150,NA,NA,11,550,2,110,NA,NA,7,7,3,6,7,NA,3,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,2,7,4,4,4,4,3,2,3,1,3,2,3,2,3,2,1,2
278,1,5,55,4,3,1,4,4,2,4,2,3,7,6,1,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,1,0,0,0,0,0,12,3000,13,NA,13,NA,2,1500,NA,NA,NA,NA,6,500,7,7,3,5,4,5,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,4,10,4,5,4,4,3,1,4,3,3,2,3,4,1,12,5,2
279,2,5,59,15,2,1,6,4,2,5,1,1,14,6,0,1,0,0,0,1,1,0,0,6,2,4,1,0,0,0,0,0,0,0,0,13,NA,8,400,13,NA,7,NA,NA,NA,NA,NA,9,1200,6,6,3,5,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,8,3,4,4,4,4,3,3,4,3,2,2,3,3,4,3,2
281,1,6,70,6,1,6,4,3,2,3,1,1,23,4,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,10,2600,9,450,4,225,NA,NA,12,730,5,280,5,400,9,9,6,12,3,2,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,9,1,4,1,3,2,3,4,5,5,2,1,3,3,7,5,2
282,2,5,60,3,3,3,5,2,2,3,2,2,23,6,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,1,0,0,0,0,0,1,400,3,195,2,110,1,350,NA,NA,NA,NA,2,100,6,6,3,6,7,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,4,4,4,4,2,4,4,3,2,3,1,3,2,2,1,2
284,1,1,22,10,2,1,7,4,1,5,1,3,9,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,1,0,0,0,0,0,0,12,6000,12,1200,8,400,1,200,NA,NA,NA,NA,NA,NA,14,NA,9,NA,4,5,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,9,5,4,3,4,3,4,3,4,4,3,2,4,1,7,3,2
285,2,5,58,6,1,7,5,2,2,3,1,1,13,3,0,1,0,0,1,1,1,0,0,3,2,1,0,0,0,1,0,0,0,0,0,3,800,13,NA,13,NA,2,1000,NA,NA,NA,NA,2,100,6,6,3,5,1,NA,2,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,4,4,9,1,5,2,4,3,4,3,1,3,5,1,1,4,6,6,2
286,1,3,36,15,2,1,3,3,1,4,1,2,23,5,1,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,1,0,4,1000,7,350,4,200,2,1200,NA,NA,NA,NA,NA,NA,4,4,9,NA,1,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,4,10,4,4,4,4,4,4,6,3,3,5,1,4,1,2,1,2
